"","disease","state","year","weeks_reporting","count","population"
"518","Hepatitis A","Hawaii",1977,39,137,905202
"519","Hepatitis A","Hawaii",1978,43,153,925568
"520","Hepatitis A","Hawaii",1979,44,135,945486
"521","Hepatitis A","Hawaii",1980,25,69,964691
"522","Hepatitis A","Hawaii",1981,32,111,982951
"523","Hepatitis A","Hawaii",1982,32,76,1000236
"524","Hepatitis A","Hawaii",1983,22,48,1016571
"525","Hepatitis A","Hawaii",1984,18,32,1031992
"526","Hepatitis A","Hawaii",1985,22,43,1046542
"527","Hepatitis A","Hawaii",1986,11,15,1060271
"528","Hepatitis A","Hawaii",1987,16,37,1073239
"529","Hepatitis A","Hawaii",1988,16,2,1085507
"530","Hepatitis A","Hawaii",1989,31,72,1097145
"531","Hepatitis A","Hawaii",1990,41,51,1108229
"532","Hepatitis A","Hawaii",1991,38,58,1118841
"533","Hepatitis A","Hawaii",1992,36,136,1129082
"534","Hepatitis A","Hawaii",1993,25,27,1139060
"535","Hepatitis A","Hawaii",1994,28,41,1148887
"536","Hepatitis A","Hawaii",1995,41,120,1158681
"537","Hepatitis A","Hawaii",1996,42,84,1168563
"538","Hepatitis A","Hawaii",1997,25,58,1178657
"539","Hepatitis A","Hawaii",1998,33,30,1189094
"540","Hepatitis A","Hawaii",1999,36,20,1200007
"541","Hepatitis A","Hawaii",2000,17,4,1211537
"542","Hepatitis A","Hawaii",2001,20,2,1223795
"543","Hepatitis A","Hawaii",2002,29,1,1236769
"544","Hepatitis A","Hawaii",2003,38,10,1250411
"545","Hepatitis A","Hawaii",2004,44,27,1264675
"546","Hepatitis A","Hawaii",2005,46,23,1279509
"547","Hepatitis A","Hawaii",2006,47,10,1294861
"548","Hepatitis A","Hawaii",2007,40,4,1310676
"549","Hepatitis A","Hawaii",2008,41,15,1326896
"550","Hepatitis A","Hawaii",2009,48,5,1343459
"551","Hepatitis A","Hawaii",2010,24,3,1360301
"552","Hepatitis A","Hawaii",2011,43,7,1377367
"553","Hepatitis A","Idaho",1966,43,180,680474
"554","Hepatitis A","Idaho",1967,38,133,684778
"555","Hepatitis A","Idaho",1968,40,129,691149
"556","Hepatitis A","Idaho",1969,36,79,700191
"557","Hepatitis A","Idaho",1970,43,168,712567
"558","Hepatitis A","Idaho",1971,50,353,728790
"559","Hepatitis A","Idaho",1972,46,348,748519
"560","Hepatitis A","Idaho",1973,46,211,771163
"561","Hepatitis A","Idaho",1974,44,123,796069
"562","Hepatitis A","Idaho",1975,37,171,822501
"563","Hepatitis A","Idaho",1976,38,129,849614
"564","Hepatitis A","Idaho",1977,40,138,876447
"565","Hepatitis A","Idaho",1978,46,221,901920
"566","Hepatitis A","Idaho",1979,41,131,924841
"567","Hepatitis A","Idaho",1980,26,83,943935
"568","Hepatitis A","Idaho",1981,44,245,958227
"569","Hepatitis A","Idaho",1982,29,55,968160
"570","Hepatitis A","Idaho",1983,36,101,974620
"571","Hepatitis A","Idaho",1984,31,85,978566
"572","Hepatitis A","Idaho",1985,38,204,980999
"573","Hepatitis A","Idaho",1986,31,120,982943
"574","Hepatitis A","Idaho",1987,49,335,985431
"575","Hepatitis A","Idaho",1988,23,58,989509
"576","Hepatitis A","Idaho",1989,34,110,996243
"577","Hepatitis A","Idaho",1990,41,75,1006749
"578","Hepatitis A","Idaho",1991,37,75,1021923
"579","Hepatitis A","Idaho",1992,34,67,1041563
"580","Hepatitis A","Idaho",1993,26,137,1065187
"581","Hepatitis A","Idaho",1994,28,255,1092302
"582","Hepatitis A","Idaho",1995,41,296,1122377
"583","Hepatitis A","Idaho",1996,43,206,1154828
"584","Hepatitis A","Idaho",1997,27,78,1188999
"585","Hepatitis A","Idaho",1998,34,136,1224149
"586","Hepatitis A","Idaho",1999,37,40,1259444
"587","Hepatitis A","Idaho",2000,39,47,1293953
"588","Hepatitis A","Idaho",2001,35,37,1326846
"589","Hepatitis A","Idaho",2002,31,12,1358034
"590","Hepatitis A","Idaho",2003,5,2,1387648
"591","Hepatitis A","Idaho",2004,47,19,1415847
"592","Hepatitis A","Idaho",2005,49,21,1442820
"593","Hepatitis A","Idaho",2006,48,8,1468781
"594","Hepatitis A","Idaho",2007,38,8,1493967
"595","Hepatitis A","Idaho",2008,49,17,1518639
"596","Hepatitis A","Idaho",2009,28,4,1543076
"597","Hepatitis A","Idaho",2010,50,8,1567582
"598","Hepatitis A","Idaho",2011,45,6,1592422
"599","Hepatitis A","Illinois",1966,52,1120,10778459
"600","Hepatitis A","Illinois",1967,52,1646,10872870
"601","Hepatitis A","Illinois",1968,51,1888,10960403
"602","Hepatitis A","Illinois",1969,50,1677,11040840
"603","Hepatitis A","Illinois",1970,51,1683,11113976
"604","Hepatitis A","Illinois",1971,51,2115,11179635
"605","Hepatitis A","Illinois",1972,47,2115,11237725
"606","Hepatitis A","Illinois",1973,50,2109,11288189
"607","Hepatitis A","Illinois",1974,47,1608,11330985
"608","Hepatitis A","Illinois",1975,51,1205,11366089
"609","Hepatitis A","Illinois",1976,52,1103,11393493
"610","Hepatitis A","Illinois",1977,51,1120,11413206
"611","Hepatitis A","Illinois",1978,49,1126,11425251
"612","Hepatitis A","Illinois",1979,51,1003,11429670
"613","Hepatitis A","Illinois",1980,37,769,11426518
"614","Hepatitis A","Illinois",1981,48,711,11416303
"615","Hepatitis A","Illinois",1982,49,323,11401293
"616","Hepatitis A","Illinois",1983,45,148,11384186
"617","Hepatitis A","Illinois",1984,43,189,11367670
"618","Hepatitis A","Illinois",1985,33,82,11354416
"619","Hepatitis A","Illinois",1986,28,146,11347084
"620","Hepatitis A","Illinois",1987,36,223,11348335
"621","Hepatitis A","Illinois",1988,22,368,11360847
"622","Hepatitis A","Illinois",1989,31,631,11387340
"623","Hepatitis A","Illinois",1990,40,1115,11430602
"624","Hepatitis A","Illinois",1991,34,986,11492528
"625","Hepatitis A","Illinois",1992,31,390,11571098
"626","Hepatitis A","Illinois",1993,25,466,11663291
"627","Hepatitis A","Illinois",1994,24,256,11766036
"628","Hepatitis A","Illinois",1995,37,498,11876178
"629","Hepatitis A","Illinois",1996,41,512,11990458
"630","Hepatitis A","Illinois",1997,19,354,12105488
"631","Hepatitis A","Illinois",1998,31,549,12217753
"632","Hepatitis A","Illinois",1999,36,536,12323608
"633","Hepatitis A","Illinois",2000,40,560,12419293
"634","Hepatitis A","Illinois",2001,41,405,12501805
"635","Hepatitis A","Illinois",2002,48,264,12571505
"636","Hepatitis A","Illinois",2003,44,189,12629664
"637","Hepatitis A","Illinois",2004,49,173,12677615
"638","Hepatitis A","Illinois",2005,49,90,12716740
"639","Hepatitis A","Illinois",2006,43,59,12748461
"640","Hepatitis A","Illinois",2007,47,99,12774230
"641","Hepatitis A","Illinois",2008,45,96,12795519
"642","Hepatitis A","Illinois",2009,49,80,12813820
"643","Hepatitis A","Illinois",2010,43,45,12830632
"644","Hepatitis A","Illinois",2011,45,52,12847214
"645","Hepatitis A","Indiana",1966,52,464,5010025
"646","Hepatitis A","Indiana",1967,51,608,5058670
"647","Hepatitis A","Indiana",1968,51,506,5105306
"648","Hepatitis A","Indiana",1969,48,566,5150209
"649","Hepatitis A","Indiana",1970,49,584,5193669
"650","Hepatitis A","Indiana",1971,50,585,5235867
"651","Hepatitis A","Indiana",1972,47,484,5276492
"652","Hepatitis A","Indiana",1973,49,550,5315101
"653","Hepatitis A","Indiana",1974,37,481,5351242
"654","Hepatitis A","Indiana",1975,45,453,5384454
"655","Hepatitis A","Indiana",1976,48,323,5414271
"656","Hepatitis A","Indiana",1977,47,243,5440224
"657","Hepatitis A","Indiana",1978,45,191,5461843
"658","Hepatitis A","Indiana",1979,47,273,5478663
"659","Hepatitis A","Indiana",1980,36,279,5490224
"660","Hepatitis A","Indiana",1981,45,564,5496400
"661","Hepatitis A","Indiana",1982,47,621,5498364
"662","Hepatitis A","Indiana",1983,41,270,5497626
"663","Hepatitis A","Indiana",1984,40,102,5495700
"664","Hepatitis A","Indiana",1985,32,95,5494100
"665","Hepatitis A","Indiana",1986,32,84,5494338
"666","Hepatitis A","Indiana",1987,37,188,5497929
"667","Hepatitis A","Indiana",1988,22,38,5506395
"668","Hepatitis A","Indiana",1989,30,131,5521279
"669","Hepatitis A","Indiana",1990,39,246,5544159
"670","Hepatitis A","Indiana",1991,36,274,5576176
"671","Hepatitis A","Indiana",1992,34,557,5616545
"672","Hepatitis A","Indiana",1993,26,233,5663995
"673","Hepatitis A","Indiana",1994,29,275,5717236
"674","Hepatitis A","Indiana",1995,41,158,5774943
"675","Hepatitis A","Indiana",1996,44,308,5835746
"676","Hepatitis A","Indiana",1997,26,147,5898221
"677","Hepatitis A","Indiana",1998,34,276,5960880
"678","Hepatitis A","Indiana",1999,35,102,6022172
"679","Hepatitis A","Indiana",2000,38,89,6080485
"680","Hepatitis A","Indiana",2001,38,89,6134497
"681","Hepatitis A","Indiana",2002,45,45,6184258
"682","Hepatitis A","Indiana",2003,42,70,6230187
"683","Hepatitis A","Indiana",2004,45,94,6272726
"684","Hepatitis A","Indiana",2005,47,58,6312336
"685","Hepatitis A","Indiana",2006,43,34,6349499
"686","Hepatitis A","Indiana",2007,40,29,6384710
"687","Hepatitis A","Indiana",2008,46,20,6418480
"688","Hepatitis A","Indiana",2009,44,19,6451332
"689","Hepatitis A","Indiana",2010,43,16,6483802
"690","Hepatitis A","Indiana",2011,46,11,6516343
"691","Hepatitis A","Iowa",1966,52,526,2794925
"692","Hepatitis A","Iowa",1967,50,329,2800485
"693","Hepatitis A","Iowa",1968,52,492,2806962
"694","Hepatitis A","Iowa",1969,50,358,2814782
"695","Hepatitis A","Iowa",1970,50,338,2824376
"696","Hepatitis A","Iowa",1971,51,301,2835986
"697","Hepatitis A","Iowa",1972,46,260,2849068
"698","Hepatitis A","Iowa",1973,44,234,2862869
"699","Hepatitis A","Iowa",1974,43,220,2876625
"700","Hepatitis A","Iowa",1975,43,191,2889554
"701","Hepatitis A","Iowa",1976,35,109,2900863
"702","Hepatitis A","Iowa",1977,35,115,2909749
"703","Hepatitis A","Iowa",1978,41,136,2915403
"704","Hepatitis A","Iowa",1979,47,181,2917020
"705","Hepatitis A","Iowa",1980,34,123,2913808
"706","Hepatitis A","Iowa",1981,45,206,2905328
"707","Hepatitis A","Iowa",1982,36,76,2892485
"708","Hepatitis A","Iowa",1983,20,29,2876515
"709","Hepatitis A","Iowa",1984,32,59,2858642
"710","Hepatitis A","Iowa",1985,23,39,2840067
"711","Hepatitis A","Iowa",1986,19,38,2821962
"712","Hepatitis A","Iowa",1987,37,109,2805467
"713","Hepatitis A","Iowa",1988,22,16,2791702
"714","Hepatitis A","Iowa",1989,34,122,2781765
"715","Hepatitis A","Iowa",1990,41,214,2776755
"716","Hepatitis A","Iowa",1991,37,33,2777459
"717","Hepatitis A","Iowa",1992,34,35,2783399
"718","Hepatitis A","Iowa",1993,26,41,2793799
"719","Hepatitis A","Iowa",1994,29,50,2807893
"720","Hepatitis A","Iowa",1995,40,79,2824918
"721","Hepatitis A","Iowa",1996,44,305,2844102
"722","Hepatitis A","Iowa",1997,27,259,2864655
"723","Hepatitis A","Iowa",1998,34,245,2885769
"724","Hepatitis A","Iowa",1999,35,124,2906611
"725","Hepatitis A","Iowa",2000,39,64,2926324
"726","Hepatitis A","Iowa",2001,38,27,2944207
"727","Hepatitis A","Iowa",2002,49,77,2960261
"728","Hepatitis A","Iowa",2003,46,36,2974671
"729","Hepatitis A","Iowa",2004,48,54,2987631
"730","Hepatitis A","Iowa",2005,46,27,2999337
"731","Hepatitis A","Iowa",2006,41,11,3009996
"732","Hepatitis A","Iowa",2007,48,42,3019813
"733","Hepatitis A","Iowa",2008,49,100,3029002
"734","Hepatitis A","Iowa",2009,37,34,3037776
"735","Hepatitis A","Iowa",2010,47,9,3046355
"736","Hepatitis A","Iowa",2011,51,8,3054921
"737","Hepatitis A","Kansas",1966,45,195,2231795
"738","Hepatitis A","Kansas",1967,46,212,2234688
"739","Hepatitis A","Kansas",1968,52,410,2237660
"740","Hepatitis A","Kansas",1969,48,276,2241394
"741","Hepatitis A","Kansas",1970,50,555,2246578
"742","Hepatitis A","Kansas",1971,50,579,2253740
"743","Hepatitis A","Kansas",1972,46,427,2262744
"744","Hepatitis A","Kansas",1973,50,531,2273286
"745","Hepatitis A","Kansas",1974,48,420,2285058
"746","Hepatitis A","Kansas",1975,47,328,2297751
"747","Hepatitis A","Kansas",1976,51,389,2311047
"748","Hepatitis A","Kansas",1977,48,335,2324623
"749","Hepatitis A","Kansas",1978,46,242,2338147
"750","Hepatitis A","Kansas",1979,43,193,2351282
"751","Hepatitis A","Kansas",1980,31,145,2363679
"752","Hepatitis A","Kansas",1981,41,151,2375093
"753","Hepatitis A","Kansas",1982,34,217,2385703
"754","Hepatitis A","Kansas",1983,24,76,2395798
"755","Hepatitis A","Kansas",1984,22,60,2405674
"756","Hepatitis A","Kansas",1985,24,64,2415633
"757","Hepatitis A","Kansas",1986,25,70,2425980
"758","Hepatitis A","Kansas",1987,45,399,2437027
"759","Hepatitis A","Kansas",1988,22,165,2449090
"760","Hepatitis A","Kansas",1989,33,185,2462495
"761","Hepatitis A","Kansas",1990,36,161,2477574
"762","Hepatitis A","Kansas",1991,37,80,2494565
"763","Hepatitis A","Kansas",1992,34,104,2513287
"764","Hepatitis A","Kansas",1993,27,37,2533448
"765","Hepatitis A","Kansas",1994,27,51,2554748
"766","Hepatitis A","Kansas",1995,40,110,2576878
"767","Hepatitis A","Kansas",1996,43,319,2599520
"768","Hepatitis A","Kansas",1997,22,90,2622343
"769","Hepatitis A","Kansas",1998,30,82,2645005
"770","Hepatitis A","Kansas",1999,36,33,2667152
"771","Hepatitis A","Kansas",2000,33,79,2688418
"772","Hepatitis A","Kansas",2001,40,149,2708510
"773","Hepatitis A","Kansas",2002,43,68,2727461
"774","Hepatitis A","Kansas",2003,41,28,2745387
"775","Hepatitis A","Kansas",2004,46,47,2762414
"776","Hepatitis A","Kansas",2005,43,19,2778669
"777","Hepatitis A","Kansas",2006,46,22,2794284
"778","Hepatitis A","Kansas",2007,34,10,2809395
"779","Hepatitis A","Kansas",2008,48,14,2824142
"780","Hepatitis A","Kansas",2009,44,7,2838668
"781","Hepatitis A","Kansas",2010,44,12,2853118
"782","Hepatitis A","Kansas",2011,42,2,2867617
"783","Hepatitis A","Kentucky",1966,52,948,3111003
"784","Hepatitis A","Kentucky",1967,52,1144,3131216
"785","Hepatitis A","Kentucky",1968,52,1153,3155434
"786","Hepatitis A","Kentucky",1969,50,1222,3184352
"787","Hepatitis A","Kentucky",1970,51,1241,3218706
"788","Hepatitis A","Kentucky",1971,50,1132,3258930
"789","Hepatitis A","Kentucky",1972,45,950,3304064
"790","Hepatitis A","Kentucky",1973,51,1040,3352745
"791","Hepatitis A","Kentucky",1974,47,840,3403533
"792","Hepatitis A","Kentucky",1975,47,911,3454903
"793","Hepatitis A","Kentucky",1976,43,587,3505235
"794","Hepatitis A","Kentucky",1977,32,444,3552815
"795","Hepatitis A","Kentucky",1978,31,238,3595846
"796","Hepatitis A","Kentucky",1979,37,269,3632467
"797","Hepatitis A","Kentucky",1980,34,338,3660777
"798","Hepatitis A","Kentucky",1981,41,318,3679465
"799","Hepatitis A","Kentucky",1982,47,324,3689649
"800","Hepatitis A","Kentucky",1983,49,929,3693119
"801","Hepatitis A","Kentucky",1984,46,314,3691719
"802","Hepatitis A","Kentucky",1985,38,160,3687312
"803","Hepatitis A","Kentucky",1986,29,65,3681766
"804","Hepatitis A","Kentucky",1987,37,168,3676940
"805","Hepatitis A","Kentucky",1988,23,184,3674684
"806","Hepatitis A","Kentucky",1989,34,85,3676847
"807","Hepatitis A","Kentucky",1990,42,72,3685296
"808","Hepatitis A","Kentucky",1991,38,53,3701439
"809","Hepatitis A","Kentucky",1992,33,68,3724732
"810","Hepatitis A","Kentucky",1993,28,76,3754153
"811","Hepatitis A","Kentucky",1994,29,123,3788676
"812","Hepatitis A","Kentucky",1995,40,39,3827257
"813","Hepatitis A","Kentucky",1996,44,40,3868819
"814","Hepatitis A","Kentucky",1997,24,49,3912246
"815","Hepatitis A","Kentucky",1998,25,15,3956369
"816","Hepatitis A","Kentucky",1999,34,39,3999968
"817","Hepatitis A","Kentucky",2000,40,45,4041769
"818","Hepatitis A","Kentucky",2001,40,107,4080716
"819","Hepatitis A","Kentucky",2002,45,37,4116805
"820","Hepatitis A","Kentucky",2003,43,27,4150317
"821","Hepatitis A","Kentucky",2004,43,28,4181549
"822","Hepatitis A","Kentucky",2005,45,28,4210813
"823","Hepatitis A","Kentucky",2006,43,22,4238432
"824","Hepatitis A","Kentucky",2007,51,18,4264745
"825","Hepatitis A","Kentucky",2008,51,24,4290099
"826","Hepatitis A","Kentucky",2009,42,10,4314851
"827","Hepatitis A","Kentucky",2010,48,21,4339367
"828","Hepatitis A","Kentucky",2011,49,10,4363959
"829","Hepatitis A","Louisiana",1966,52,423,3483288
"830","Hepatitis A","Louisiana",1967,50,588,3517562
"831","Hepatitis A","Louisiana",1968,51,677,3554352
"832","Hepatitis A","Louisiana",1969,49,737,3595096
"833","Hepatitis A","Louisiana",1970,50,564,3641306
"834","Hepatitis A","Louisiana",1971,49,654,3694057
"835","Hepatitis A","Louisiana",1972,46,589,3752362
"836","Hepatitis A","Louisiana",1973,47,755,3814642
"837","Hepatitis A","Louisiana",1974,46,425,3879216
"838","Hepatitis A","Louisiana",1975,48,425,3944284
"839","Hepatitis A","Louisiana",1976,50,388,4007924
"840","Hepatitis A","Louisiana",1977,45,505,4068096
"841","Hepatitis A","Louisiana",1978,42,541,4122648
"842","Hepatitis A","Louisiana",1979,45,591,4169345
"843","Hepatitis A","Louisiana",1980,35,488,4205900
"844","Hepatitis A","Louisiana",1981,47,701,4230701
"845","Hepatitis A","Louisiana",1982,49,721,4244915
"846","Hepatitis A","Louisiana",1983,49,604,4250495
"847","Hepatitis A","Louisiana",1984,40,293,4249466
"848","Hepatitis A","Louisiana",1985,31,109,4243892
"849","Hepatitis A","Louisiana",1986,30,87,4235843
"850","Hepatitis A","Louisiana",1987,36,109,4227383
"851","Hepatitis A","Louisiana",1988,21,78,4220560
"852","Hepatitis A","Louisiana",1989,31,166,4217411
"853","Hepatitis A","Louisiana",1990,41,179,4219973
"854","Hepatitis A","Louisiana",1991,38,109,4229758
"855","Hepatitis A","Louisiana",1992,31,101,4246119
"856","Hepatitis A","Louisiana",1993,27,42,4267874
"857","Hepatitis A","Louisiana",1994,26,86,4293841
"858","Hepatitis A","Louisiana",1995,37,104,4322823
"859","Hepatitis A","Louisiana",1996,41,188,4353598
"860","Hepatitis A","Louisiana",1997,23,118,4384910
"861","Hepatitis A","Louisiana",1998,33,118,4415467
"862","Hepatitis A","Louisiana",1999,36,198,4443942
"863","Hepatitis A","Louisiana",2000,35,65,4468976
"864","Hepatitis A","Louisiana",2001,39,52,4489491
"865","Hepatitis A","Louisiana",2002,41,67,4505617
"866","Hepatitis A","Louisiana",2003,45,53,4517805
"867","Hepatitis A","Louisiana",2004,41,54,4526523
"868","Hepatitis A","Louisiana",2005,47,66,4532253
"869","Hepatitis A","Louisiana",2006,45,27,4535482
"870","Hepatitis A","Louisiana",2007,48,27,4536709
"871","Hepatitis A","Louisiana",2008,39,10,4536432
"872","Hepatitis A","Louisiana",2009,43,2,4535152
"873","Hepatitis A","Louisiana",2010,41,11,4533372
"874","Hepatitis A","Louisiana",2011,42,4,4531509
"875","Hepatitis A","Maine",1966,50,274,975855
"876","Hepatitis A","Maine",1967,50,162,977954
"877","Hepatitis A","Maine",1968,37,85,981143
"878","Hepatitis A","Maine",1969,43,235,985733
"879","Hepatitis A","Maine",1970,51,642,992048
"880","Hepatitis A","Maine",1971,49,494,1000325
"881","Hepatitis A","Maine",1972,39,233,1010417
"882","Hepatitis A","Maine",1973,34,69,1022074
"883","Hepatitis A","Maine",1974,37,125,1035044
"884","Hepatitis A","Maine",1975,19,34,1049062
"885","Hepatitis A","Maine",1976,38,107,1063853
"886","Hepatitis A","Maine",1977,14,25,1079126
"887","Hepatitis A","Maine",1978,29,88,1094572
"888","Hepatitis A","Maine",1979,35,122,1109865
"889","Hepatitis A","Maine",1980,14,22,1124660
"890","Hepatitis A","Maine",1981,26,34,1138659
"891","Hepatitis A","Maine",1982,23,41,1151804
"892","Hepatitis A","Maine",1983,17,27,1164105
"893","Hepatitis A","Maine",1984,13,18,1175571
